TIMESTAMP,STATION,TLFM1HR,TLFM10HR,TLFM100HR,TLFM1000HR,MP,XH,IC,KBDI,SC,EC,BI,LR,LO,HR,HO,FL,HRB,WDY,MSGC,FW13_NUM
2019-09-17 22:00:00,Manhattan,12.93,12.39,17,19,4,14,7.9,11,2.1,21.8,17.3,0,0,0,0,12,94.1,101,16,142202
2019-09-17 23:00:00,Manhattan,13.52,13.36,17,19,4,14,6.5,10,1.8,21.3,16.3,0,0,0,0,12,94.1,101,16,142202
2019-09-18 00:00:00,Manhattan,13.93,14.33,17,19,4,14,5.6,9,1.6,20.6,15.2,0,0,0,0,11,94.1,101,16,142202
2019-09-18 01:00:00,Manhattan,14.09,15.24,17,19,4,14,5.6,8,1.8,20.3,15.7,0,0,0,0,11,94.1,101,16,142202
2019-09-18 02:00:00,Manhattan,14.37,16.02,17,19,4,14,5.1,8,1.8,19.9,15.5,0,0,0,0,11,94.1,101,16,142202
2019-09-18 03:00:00,Manhattan,14.85,16.78,17,19,4,14,3.9,8,1.3,19.5,13.4,0,0,0,0,9,94.1,101,16,142202
2019-09-18 04:00:00,Manhattan,15.09,17.58,17,19,4,14,3.7,8,1.3,19,13.2,0,0,0,0,9,94.1,101,16,142202
2019-09-18 05:00:00,Manhattan,15.24,18.33,17,19,4,14,3.4,8,1.2,18.6,12.4,0,0,0,0,9,94.1,101,16,142202
2019-09-18 06:00:00,Manhattan,15.32,18.92,18,19,4,14,3.4,8,1.3,18.1,12.8,0,0,0,0,9,94.1,101,16,142202
2019-09-18 07:00:00,Manhattan,15.21,19.02,18,19,4,14,3.7,8,1.4,17.9,13.3,0,0,0,0,9,94.1,101,16,142202
2019-09-18 08:00:00,Manhattan,14.69,18.83,19,19,4,14,4.4,8,1.4,18.1,13.5,0,0,0,0,10,94.1,101,16,142202
2019-09-18 09:00:00,Manhattan,13.66,17.9,18,19,4,14,6,9,1.5,19,14.1,0,0,0,0,10,94.1,101,16,142202
2019-09-18 10:00:00,Manhattan,12.4,16.62,18,19,4,14,9.5,11,2.1,20.1,16.8,0,0,0,0,12,94.1,101,16,142202
2019-09-18 11:00:00,Manhattan,11.2,15.26,18,18,4,14,13.2,13,2.4,21,18.2,0,0,0,0,13,94.1,101,16,142202
2019-09-18 12:00:00,Manhattan,10.28,14.13,18,18,4,14,16.5,16,2.7,21.8,19.6,0,0,0,0,14,94.1,101,16,142202
2019-09-18 13:00:00,Manhattan,9.59,13.25,19,18,4,-100,18.8,17,2.6,22.3,19.3,0,0,0,0,14,88.7,97,16,142202
2019-09-18 14:00:00,Manhattan,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
2019-09-18 15:00:00,Manhattan,35,25.44,18,18,4,14,0,18,0,8.7,0,0,0,0,0,0,88.7,97,16,142202
2019-09-18 16:00:00,Manhattan,23.07,26.43,18,18,4,14,0.2,19,0.6,12.9,7.5,0,0,0,0,5,88.7,97,16,142202
2019-09-18 17:00:00,Manhattan,17.56,23.9,18,18,4,14,2.4,19,1.5,16,12.8,0,0,0,0,9,88.7,97,16,142202
2019-09-18 18:00:00,Manhattan,14.12,21.83,17,18,4,14,5.5,18,1.5,18.3,13.7,0,0,0,0,10,88.7,97,16,142202
2019-09-18 19:00:00,Manhattan,12.43,20.39,17,18,4,14,7.7,17,1.4,19.7,14,0,0,0,0,10,88.7,97,16,142202
2019-09-18 20:00:00,Manhattan,12.01,19.48,17,18,4,14,8.3,15,1.5,19.9,14.2,0,0,0,0,10,88.7,97,16,142202
2019-09-18 21:00:00,Manhattan,12.21,18.91,17,18,4,14,8.2,12,1.6,20.1,14.8,0,0,0,0,11,88.7,97,16,142202
2019-09-18 22:00:00,Manhattan,12.68,18.53,17,18,4,14,7,11,1.4,20.1,14.1,0,0,0,0,10,88.7,97,16,142202
2019-09-18 23:00:00,Manhattan,12.84,18.3,17,18,4,14,7.8,10,1.9,20.2,16,0,0,0,0,11,88.7,97,16,142202
2019-09-19 00:00:00,Manhattan,12.94,18.12,17,18,4,14,6.5,10,1.4,20.2,14.1,0,0,0,0,10,88.7,97,16,142202
2019-09-19 01:00:00,Manhattan,13.5,18.08,17,18,4,14,5.4,10,1.3,19.9,13.3,0,0,0,0,9,88.7,97,16,142202
2019-09-19 02:00:00,Manhattan,14.37,18.11,17,18,4,14,4.4,8,1.3,19.5,13.5,0,0,0,0,10,88.7,97,16,142202
2019-09-19 03:00:00,Manhattan,15.13,18.45,17,18,4,14,3.3,8,1.1,19.1,12.1,0,0,0,0,9,88.7,97,16,142202
2019-09-19 04:00:00,Manhattan,15.88,19.03,17,18,4,14,2.6,8,1,18.7,11.8,0,0,0,0,8,88.7,97,16,142202
2019-09-19 05:00:00,Manhattan,16.61,19.89,17,18,4,14,2,7,0.9,17.9,11,0,0,0,0,8,88.7,97,16,142202
2019-09-19 06:00:00,Manhattan,18.75,21.05,18,18,4,14,0.9,7,0.8,16.5,9.6,0,0,0,0,7,88.7,97,16,142202
2019-09-19 07:00:00,Manhattan,20.53,22.61,18,18,4,14,0.4,6,0.6,15.2,8.5,0,0,0,0,6,88.7,97,16,142202
2019-09-19 08:00:00,Manhattan,19.08,22.91,18,18,4,14,0.9,5,0.8,15.6,9.6,0,0,0,0,7,88.7,97,16,142202
2019-09-19 09:00:00,Manhattan,16.46,22.15,18,18,4,14,2.8,8,1.3,16.9,12.5,0,0,0,0,9,88.7,97,16,142202
2019-09-19 10:00:00,Manhattan,14.22,20.02,18,18,4,14,5.1,11,1.3,18.3,13.1,0,0,0,0,9,88.7,97,16,142202
2019-09-19 11:00:00,Manhattan,12.74,18.14,18,18,4,14,7.2,13,1.4,19.7,14,0,0,0,0,10,88.7,97,16,142202
2019-09-19 12:00:00,Manhattan,11.77,16.64,18,18,4,14,9.7,14,1.6,20.6,15.1,0,0,0,0,11,88.7,97,16,142202
2019-09-19 13:00:00,Manhattan,10.82,15.03,19,18,4,-100,11.9,15,1.7,21.6,15.7,0,0,0,0,11,85.1,95,16,142202
2019-09-19 14:00:00,Manhattan,10.3,13.74,18,18,4,14,13.3,16,1.7,22.6,16.2,0,0,0,0,11,85.1,95,16,142202
2019-09-19 15:00:00,Manhattan,9.91,12.76,18,18,4,14,16.1,16,2.1,23.4,18.1,0,0,0,0,13,85.1,95,16,142202
2019-09-19 16:00:00,Manhattan,9.28,11.96,17,18,4,14,19.8,18,2.6,24.2,20.2,0,0,0,0,14,85.1,95,16,142202
2019-09-19 17:00:00,Manhattan,9.09,11.4,17,18,4,14,20.5,18,2.6,24.9,20.6,0,0,0,0,15,85.1,95,16,142202
2019-09-19 18:00:00,Manhattan,9.73,11.22,17,18,4,14,14.6,17,1.8,25,17.2,0,0,0,0,12,85.1,95,16,142202
2019-09-19 19:00:00,Manhattan,10.92,11.2,17,18,4,14,10.2,16,1.4,24.3,15.3,0,0,0,0,11,85.1,95,16,142202
2019-09-19 20:00:00,Manhattan,12.18,11.54,17,18,4,14,7.6,13,1.3,23.6,14.7,0,0,0,0,10,85.1,95,16,142202
2019-09-19 21:00:00,Manhattan,13.4,12.37,17,18,4,14,6.4,11,1.7,22.7,16.1,0,0,0,0,11,85.1,95,16,142202
2019-09-19 22:00:00,Manhattan,14.79,13.58,17,18,4,14,3.9,10,1.2,21.6,13.5,0,0,0,0,10,85.1,95,16,142202
2019-09-19 23:00:00,Manhattan,15.78,15.22,17,18,4,14,2.9,9,1.1,20.5,12.9,0,0,0,0,9,85.1,95,16,142202
2019-09-20 00:00:00,Manhattan,16.45,17.11,17,18,4,14,2.5,8,1.2,19.5,12.9,0,0,0,0,9,85.1,95,16,142202
2019-09-20 01:00:00,Manhattan,16.56,19.09,17,18,4,14,2.2,8,1,18.8,11.6,0,0,0,0,8,85.1,95,16,142202
2019-09-20 02:00:00,Manhattan,17.87,20.64,17,18,4,14,1.3,8,0.9,17.8,10.9,0,0,0,0,8,85.1,95,16,142202
2019-09-20 03:00:00,Manhattan,18.37,22.35,17,18,4,14,1.1,7,0.8,17,10,0,0,0,0,7,85.1,95,16,142202
2019-09-20 04:00:00,Manhattan,18.15,23.79,17,18,4,14,1.3,7,1.1,16.4,11.1,0,0,0,0,8,85.1,95,16,142202
2019-09-20 05:00:00,Manhattan,18.11,25.01,18,18,4,14,1.4,6,1.2,15.8,11.4,0,0,0,0,8,85.1,95,16,142202
2019-09-20 06:00:00,Manhattan,17.6,25.8,18,18,4,14,1.6,6,1.1,15.6,11.1,0,0,0,0,8,85.1,95,16,142202
2019-09-20 07:00:00,Manhattan,17.28,25.78,18,18,4,14,1.8,6,1.1,15.5,11.2,0,0,0,0,8,85.1,95,16,142202
2019-09-20 08:00:00,Manhattan,16.63,25.09,19,18,4,14,2.5,6,1.3,15.8,12,0,0,0,0,9,85.1,95,16,142202
2019-09-20 09:00:00,Manhattan,15.57,23.5,19,18,4,14,3.9,8,1.8,16.6,14.4,0,0,0,0,10,85.1,95,16,142202
2019-09-20 10:00:00,Manhattan,14.64,21.97,19,18,4,14,4.9,8,1.7,17.7,14.5,0,0,0,0,10,85.1,95,16,142202
2019-09-20 11:00:00,Manhattan,13.73,20.2,18,18,4,14,6.3,10,1.8,18.8,15.2,0,0,0,0,11,85.1,95,16,142202
2019-09-20 12:00:00,Manhattan,13.2,18.58,19,18,4,14,8,9,2.4,19.4,17.6,0,0,0,0,12,85.1,95,16,142202
2019-09-20 13:00:00,Manhattan,13.8,17.85,19,18,4,-100,7.1,9,2.6,19.4,18.1,0,0,0,0,13,84.9,95,16,142202
2019-09-20 14:00:00,Manhattan,14.9,17.53,19,18,4,14,4.9,8,2.1,19,16.3,0,0,0,0,12,84.9,95,16,142202
2019-09-20 15:00:00,Manhattan,16.69,17.45,19,18,4,14,2.7,8,1.7,18,14.6,0,0,0,0,10,84.9,95,16,142202
2019-09-20 16:00:00,Manhattan,17.59,17.38,19,18,4,14,1.9,7,1.3,17.9,13,0,0,0,0,9,84.9,95,16,142202
2019-09-20 17:00:00,Manhattan,17.36,17.38,19,18,4,14,2.1,7,1.5,17.6,13.6,0,0,0,0,10,84.9,95,16,142202
2019-09-20 18:00:00,Manhattan,17.29,17.66,19,18,4,14,2.2,8,1.7,17.5,14.1,0,0,0,0,10,84.9,95,16,142202
2019-09-20 19:00:00,Manhattan,18.24,18.97,19,18,4,14,1.4,7,1.3,16.6,12.2,0,0,0,0,9,84.9,95,16,142202
2019-09-20 20:00:00,Manhattan,18.9,20.93,19,18,4,14,1,7,1.1,15.6,11,0,0,0,0,8,84.9,95,16,142202
2019-09-20 21:00:00,Manhattan,19.41,22.71,19,18,4,14,0.8,7,1,14.8,10.5,0,0,0,0,7,84.9,95,16,142202
2019-09-20 22:00:00,Manhattan,19.5,24.17,19,18,4,14,0.8,6,1.1,14.2,10.6,0,0,0,0,8,84.9,95,16,142202
2019-09-20 23:00:00,Manhattan,19.25,25.35,20,18,4,14,1,7,1.1,13.8,10.6,0,0,0,0,8,84.9,95,16,142202
2019-09-21 00:00:00,Manhattan,18.93,26.3,20,18,4,14,1.3,7,1.5,13.5,12.1,0,0,0,0,9,84.9,95,16,142202
2019-09-21 01:00:00,Manhattan,18.49,27.04,20,18,4,14,1.4,7,1.4,13.3,11.7,0,0,0,0,8,84.9,95,16,142202
2019-09-21 02:00:00,Manhattan,18.11,27.62,20,18,4,14,1.6,7,1.5,13.1,11.8,0,0,0,0,8,84.9,95,16,142202
2019-09-21 03:00:00,Manhattan,17.83,28.1,20,18,4,14,1.7,7,1.4,12.9,11.4,0,0,0,0,8,84.9,95,16,142202
2019-09-21 04:00:00,Manhattan,17.7,28.48,21,18,4,14,2,7,1.7,12.7,12.3,0,0,0,0,9,84.9,95,16,142202
2019-09-21 05:00:00,Manhattan,17.64,28.8,21,18,4,14,1.9,7,1.6,12.4,11.7,0,0,0,0,8,84.9,95,16,142202
2019-09-21 06:00:00,Manhattan,17.79,29.06,21,19,4,14,1.7,6,1.4,12.1,11.1,0,0,0,0,8,84.9,95,16,142202
2019-09-21 07:00:00,Manhattan,17.69,29.05,21,19,4,14,1.9,6,1.5,11.9,11.5,0,0,0,0,8,84.9,95,16,142202
2019-09-21 08:00:00,Manhattan,17.2,28.3,22,19,4,15,2.4,6,1.8,12.1,12.3,0,0,0,0,9,84.9,95,16,142202
2019-09-21 09:00:00,Manhattan,16.59,27.01,22,19,4,15,3.2,7,2.2,12.5,13.8,0,0,0,0,10,84.9,95,16,142202
2019-09-21 10:00:00,Manhattan,15.89,25.48,21,18,4,14,3.9,7,2.1,13.9,14.2,0,0,0,0,10,84.9,95,16,142202
2019-09-21 11:00:00,Manhattan,14.97,23.56,22,18,4,14,5.6,8,2.6,14.8,16.1,0,0,0,0,11,84.9,95,16,142202
2019-09-21 12:00:00,Manhattan,13.94,21.42,22,19,4,14,7,10,2.3,15.7,15.8,0,0,0,0,11,84.9,95,16,142202
2019-09-21 13:00:00,Manhattan,13,19.33,22,19,4,-100,10.2,11,3.3,16.6,19,0,0,0,0,13,84.9,95,16,142202
2019-09-21 14:00:00,Manhattan,12.56,17.89,22,19,4,15,9.6,11,2.5,17,16.8,0,0,0,0,12,84.9,95,16,142202
2019-09-21 15:00:00,Manhattan,12.19,17.04,22,19,4,15,11.2,12,2.7,17.7,17.9,0,0,0,0,13,84.9,95,16,142202
2019-09-21 16:00:00,Manhattan,11.66,16.27,21,19,4,15,12,13,2.6,18.4,17.7,0,0,0,0,13,84.9,95,16,142202
2019-09-21 17:00:00,Manhattan,11.8,15.71,21,19,4,15,11.6,13,2.5,18.6,17.7,0,0,0,0,13,84.9,95,16,142202
2019-09-21 18:00:00,Manhattan,13.39,15.54,21,19,4,15,8.1,13,2.6,17.2,17.3,0,0,0,0,12,84.9,95,16,142202
2019-09-21 19:00:00,Manhattan,14.75,15.65,21,19,4,16,5.7,11,2.5,16.2,16.4,0,0,0,0,12,84.9,95,16,142202
2019-09-21 20:00:00,Manhattan,15.4,16.56,21,20,4,16,4.9,10,2.6,15.4,16.4,0,0,0,0,12,84.9,95,16,142202
2019-09-21 21:00:00,Manhattan,15.87,17.89,21,20,4,16,3.7,9,2,14.8,14.2,0,0,0,0,10,84.9,95,16,142202
2019-09-21 22:00:00,Manhattan,16.39,19.32,21,20,4,16,2.4,8,1.1,14.1,10.6,0,0,0,0,8,84.9,95,16,142202
2019-09-21 23:00:00,Manhattan,16.52,20.77,21,20,4,16,3.1,8,2.2,13.6,14.5,0,0,0,0,10,84.9,95,16,142202
2019-09-22 00:00:00,Manhattan,17.76,21.61,21,20,4,20,1.7,8,1.4,12.9,11.5,0,0,0,0,8,84.9,95,16,142202
2019-09-22 01:00:00,Manhattan,34.4,23.62,21,20,4,20,0,5,0,6.5,0,0,0,0,0,0,84.9,95,16,142202
2019-09-22 02:00:00,Manhattan,34.98,26.79,21,20,4,20,0,4,0,5.4,0,0,0,0,0,0,84.9,95,16,142202
2019-09-22 03:00:00,Manhattan,34.98,26.79,21,20,4,20,0,4,0,5.4,0,0,0,0,0,0,84.9,95,16,142202
2019-09-22 04:00:00,Manhattan,34.98,26.79,21,20,4,20,0,4,0,5.4,0,0,0,0,0,0,84.9,95,16,142202
2019-09-22 05:00:00,Manhattan,35,29.23,21,20,4,20,0,4,0,4.6,0,0,0,0,0,0,84.9,95,16,142202
2019-09-22 06:00:00,Manhattan,35,29.23,21,20,4,20,0,4,0,4.6,0,0,0,0,0,0,84.9,95,16,142202
2019-09-22 07:00:00,Manhattan,35,29.23,21,20,4,20,0,4,0,4.6,0,0,0,0,0,0,84.9,95,16,142202
2019-09-22 08:00:00,Manhattan,35,29.23,21,20,4,20,0,4,0,4.6,0,0,0,0,0,0,84.9,95,16,142202
2019-09-22 09:00:00,Manhattan,34.29,29.53,21,20,4,20,0,5,0,4.7,0,0,0,0,0,0,84.9,95,16,142202
2019-09-22 10:00:00,Manhattan,28.53,29.62,21,20,4,20,0,5,0,6.5,0,0,0,0,0,0,84.9,95,16,142202
2019-09-22 11:00:00,Manhattan,23.93,28.92,21,20,4,20,0,4,0,8.3,0,0,0,0,0,0,84.9,95,16,142202
2019-09-22 12:00:00,Manhattan,19.86,26.05,22,19,4,19,0,4,0,10.7,0,0,0,0,0,0,84.9,95,16,142202
2019-09-22 13:00:00,Manhattan,17.09,23.24,21,19,4,-100,0,5,0,12.6,0,0,0,0,0,0,82,93,16,142202
2019-09-22 14:00:00,Manhattan,15.54,21.47,21,20,4,20,0,5,0,13.6,0,0,0,0,0,0,82,93,16,142202
2019-09-22 15:00:00,Manhattan,14.25,19.87,22,20,4,20,0,5,0,14.4,0,0,0,0,0,0,82,93,16,142202
2019-09-22 16:00:00,Manhattan,13.09,18.26,22,20,4,20,0,6,0,15.2,0,0,0,0,0,0,82,93,16,142202
2019-09-22 17:00:00,Manhattan,12.4,17.03,22,20,4,20,0,7,0,15.7,0,0,0,0,0,0,82,93,16,142202
2019-09-22 18:00:00,Manhattan,12.57,16.25,22,20,4,20,0,7,0,16.1,0,0,0,0,0,0,82,93,16,142202
2019-09-22 19:00:00,Manhattan,14.84,16.22,22,20,4,20,0,7,0,14.6,0,0,0,0,0,0,82,93,16,142202
2019-09-22 20:00:00,Manhattan,20.58,16.43,22,21,4,20,0,5,0,11.9,0,0,0,0,0,0,82,93,16,142202
2019-09-22 21:00:00,Manhattan,29.19,18.12,22,21,4,20,0,4,0,8.3,0,0,0,0,0,0,82,93,16,142202
2019-09-22 22:00:00,Manhattan,30.14,19.56,22,21,4,20,0,3,0,7.5,0,0,0,0,0,0,82,93,16,142202
2019-09-22 23:00:00,Manhattan,30.19,20.58,22,21,4,20,0,3,0,7.1,0,0,0,0,0,0,82,93,16,142202
2019-09-23 00:00:00,Manhattan,30.19,21.32,22,21,4,21,0,2,0,6.9,0,0,0,0,0,0,82,93,16,142202
2019-09-23 01:00:00,Manhattan,30.19,21.85,22,21,4,21,0,2,0,6.7,0,0,0,0,0,0,82,93,16,142202
2019-09-23 02:00:00,Manhattan,30.19,22.25,22,21,4,21,0,2,0,6.6,0,0,0,0,0,0,82,93,16,142202
2019-09-23 03:00:00,Manhattan,30.19,22.54,22,21,4,21,0,2,0,6.5,0,0,0,0,0,0,82,93,16,142202
2019-09-23 04:00:00,Manhattan,30.19,22.77,21,21,4,21,0,2,0,6.5,0,0,0,0,0,0,82,93,16,142202
2019-09-23 05:00:00,Manhattan,30.19,22.95,22,21,4,21,0,2,0,6.4,0,0,0,0,0,0,82,93,16,142202
2019-09-23 06:00:00,Manhattan,30.19,23.09,21,21,4,21,0,2,0,6.3,0,0,0,0,0,0,82,93,16,142202
2019-09-23 07:00:00,Manhattan,30.41,23.21,21,21,4,21,0,2,0,6.2,0,0,0,0,0,0,82,93,16,142202
2019-09-23 08:00:00,Manhattan,27.23,23.2,21,20,4,20,0,2,0,7.9,0,0,0,0,0,0,82,93,16,142202
2019-09-23 09:00:00,Manhattan,22.36,22.4,21,20,4,20,0.1,4,0.4,9.8,5.9,0,0,0,0,4,82,93,16,142202
2019-09-23 10:00:00,Manhattan,18.68,20.69,21,20,4,20,1.1,4,1,11.6,9.3,0,0,0,0,7,82,93,16,142202
2019-09-23 11:00:00,Manhattan,15.72,18.8,21,20,4,20,3.4,6,1.5,13.7,12.1,0,0,0,0,9,82,93,16,142202
2019-09-23 12:00:00,Manhattan,13.09,16.93,21,20,4,20,7.1,7,1.7,15.3,13.4,0,0,0,0,10,82,93,16,142202
2019-09-23 13:00:00,Manhattan,11.05,15.25,21,20,4,-100,10.8,9,1.7,16.8,13.9,0,0,0,0,10,85.1,95,16,142202
2019-09-23 14:00:00,Manhattan,9.62,13.85,20,20,4,20,16.2,11,2.1,18.4,16.3,0,0,0,0,12,85.1,95,16,142202
2019-09-23 15:00:00,Manhattan,8.66,12.72,20,20,4,20,18.9,11,2,19.4,16.3,0,0,0,0,12,85.1,95,16,142202
2019-09-23 16:00:00,Manhattan,8.07,11.85,19,20,4,20,23.2,11,2.5,20.1,18.3,0,0,0,0,13,85.1,95,16,142202
2019-09-23 17:00:00,Manhattan,7.98,11.22,19,20,4,20,21.4,11,2.1,20.7,17.1,0,0,0,0,12,85.1,95,16,142202
2019-09-23 18:00:00,Manhattan,8.85,10.84,18,20,4,20,16,11,1.7,20.5,15.3,0,0,0,0,11,85.1,95,16,142202
2019-09-23 19:00:00,Manhattan,10.58,10.95,18,20,4,20,9.8,10,1.3,19.7,13.4,0,0,0,0,10,85.1,95,16,142202
2019-09-23 20:00:00,Manhattan,12.23,10.89,18,20,4,20,7,8,1.3,19.1,13.3,0,0,0,0,9,85.1,95,16,142202
2019-09-23 21:00:00,Manhattan,13.3,11.44,18,20,4,20,5.3,6,1.3,18.2,12.8,0,0,0,0,9,85.1,95,16,142202
2019-09-23 22:00:00,Manhattan,15.9,12.24,18,20,4,20,2.4,5,1.1,16.9,11.3,0,0,0,0,8,85.1,95,16,142202
2019-09-23 23:00:00,Manhattan,18.79,13.84,19,20,4,20,0.8,5,0.8,15.1,9.3,0,0,0,0,7,85.1,95,16,142202
2019-09-24 00:00:00,Manhattan,20.28,16.76,19,20,4,20,0.4,3,0.7,13.6,8.6,0,0,0,0,6,85.1,95,16,142202
2019-09-24 01:00:00,Manhattan,23.85,19.37,19,20,4,20,0,3,0.3,11.3,4.9,0,0,0,0,3,85.1,95,16,142202
2019-09-24 02:00:00,Manhattan,22.38,21.5,19,20,4,20,0.1,3,0.5,11.2,6.9,0,0,0,0,5,85.1,95,16,142202
2019-09-24 03:00:00,Manhattan,18.35,21.35,19,20,4,20,1,4,0.9,12.7,9.1,0,0,0,0,6,85.1,95,16,142202
2019-09-24 04:00:00,Manhattan,16.41,21.55,19,20,4,20,2.1,5,1,13.4,9.9,0,0,0,0,7,85.1,95,16,142202
2019-09-24 05:00:00,Manhattan,16.18,21.31,19,20,4,20,2.3,4,1.1,13.6,10.5,0,0,0,0,7,85.1,95,16,142202
2019-09-24 06:00:00,Manhattan,18.04,21.34,18,21,4,20,1.1,4,0.9,12.9,9.3,0,0,0,0,7,85.1,95,16,142202
2019-09-24 07:00:00,Manhattan,24.4,22.4,18,21,4,20,0,4,0.1,10.3,3.5,0,0,0,0,2,85.1,95,16,142202
2019-09-24 08:00:00,Manhattan,29.17,23.68,18,21,4,20,0,4,0,8.2,0,0,0,0,0,0,85.1,95,16,142202
2019-09-24 09:00:00,Manhattan,29.68,24.73,19,21,4,20,0,4,0,7.6,0,0,0,0,0,0,85.1,95,16,142202
2019-09-24 10:00:00,Manhattan,28.96,25.02,19,20,4,20,0,5,0,7.6,0,0,0,0,0,0,85.1,95,16,142202
2019-09-24 11:00:00,Manhattan,24.72,24.45,19,20,4,20,0,7,0.1,9.4,3.1,0,0,0,0,2,85.1,95,16,142202
2019-09-24 12:00:00,Manhattan,20.2,22.23,19,20,4,20,0.7,9,1,11.5,9.3,0,0,0,0,7,85.1,95,16,142202
2019-09-24 13:00:00,Manhattan,16.81,19.98,19,20,4,-100,2.8,11,1.6,13.5,12.2,0,0,0,0,9,84.1,94,16,142202
2019-09-24 14:00:00,Manhattan,14.4,18.14,19,20,4,20,6.1,12,2.1,15.2,14.8,0,0,0,0,11,84.1,94,16,142202
2019-09-24 15:00:00,Manhattan,12.91,16.6,19,20,4,20,8.8,13,2.2,16.2,15.7,0,0,0,0,11,84.1,94,16,142202
2019-09-24 16:00:00,Manhattan,12.53,15.6,19,20,4,20,9.8,13,2.5,16.8,16.7,0,0,0,0,12,84.1,94,16,142202
2019-09-24 17:00:00,Manhattan,13.31,15.2,19,20,4,20,7.7,13,2.2,16.9,15.9,0,0,0,0,11,84.1,94,16,142202
2019-09-24 18:00:00,Manhattan,14.66,15.24,19,20,4,20,4.5,11,1.5,16.2,12.9,0,0,0,0,9,84.1,94,16,142202
2019-09-24 19:00:00,Manhattan,16.63,16.03,19,20,4,20,2.5,10,1.3,15.1,11.9,0,0,0,0,8,84.1,94,16,142202
2019-09-24 20:00:00,Manhattan,34.73,19.02,19,20,4,20,0,9,0,7.7,0,0,0,0,0,0,84.1,94,16,142202
2019-09-24 21:00:00,Manhattan,28.37,19.8,19,20,4,20,0,8,0,9.6,0,0,0,0,0,0,84.1,94,16,142202
2019-09-24 22:00:00,Manhattan,24.25,24.22,19,20,4,20,0,8,0.2,9.7,4.5,0,0,0,0,3,84.1,94,16,142202
2019-09-24 23:00:00,Manhattan,21.81,25.71,19,20,4,20,0.2,8,0.7,10.1,7.5,0,0,0,0,5,84.1,94,16,142202
2019-09-25 00:00:00,Manhattan,20.85,26.63,19,20,4,20,0.4,8,0.8,10.2,7.9,0,0,0,0,6,84.1,94,16,142202
2019-09-25 01:00:00,Manhattan,19.98,27.31,19,20,4,20,0.7,8,1,10.2,8.8,0,0,0,0,6,84.1,94,16,142202
2019-09-25 02:00:00,Manhattan,19.57,27.84,19,20,4,20,0.7,7,0.9,10,8.2,0,0,0,0,6,84.1,94,16,142202
2019-09-25 03:00:00,Manhattan,20.02,28.28,20,20,4,20,0.5,7,0.6,9.6,7,0,0,0,0,5,84.1,94,16,142202
2019-09-25 04:00:00,Manhattan,22.78,28.66,20,20,4,20,0.1,5,0.3,8.4,4.9,0,0,0,0,4,84.1,94,16,142202
2019-09-25 05:00:00,Manhattan,29.22,28.94,20,20,4,20,0,5,0,6,0,0,0,0,0,0,84.1,94,16,142202
2019-09-25 06:00:00,Manhattan,29.64,29.12,21,20,4,20,0,5,0,5.7,0,0,0,0,0,0,84.1,94,16,142202
2019-09-25 07:00:00,Manhattan,29.65,29.24,21,20,4,20,0,4,0,5.5,0,0,0,0,0,0,84.1,94,16,142202
2019-09-25 08:00:00,Manhattan,25.52,28.97,20,20,4,20,0,4,0,7.3,0,0,0,0,0,0,84.1,94,16,142202
2019-09-25 09:00:00,Manhattan,19.9,26.72,21,20,4,20,0.7,6,0.8,9.7,7.9,0,0,0,0,6,84.1,94,16,142202
2019-09-25 10:00:00,Manhattan,15.87,23.83,20,20,4,20,3.3,7,1.5,12.2,11.4,0,0,0,0,8,84.1,94,16,142202
2019-09-25 11:00:00,Manhattan,13.07,21.08,20,20,4,20,7,8,1.7,14.2,13,0,0,0,0,9,84.1,94,16,142202
2019-09-25 12:00:00,Manhattan,11.02,18.67,21,20,4,20,11.9,8,2,15.6,14.7,0,0,0,0,10,84.1,94,16,142202
2019-09-25 13:00:00,Manhattan,9.41,16.6,21,20,4,-100,16.1,10,2,16.8,15,0,0,0,0,11,91.4,99,16,142202
2019-09-25 14:00:00,Manhattan,8.33,14.91,20,20,4,20,20.1,11,2.1,18.1,15.9,0,0,0,0,11,91.4,99,16,142202
2019-09-25 15:00:00,Manhattan,7.72,13.59,20,20,4,20,21.8,11,1.9,19.2,15.9,0,0,0,0,11,91.4,99,16,142202
2019-09-25 16:00:00,Manhattan,7.5,12.64,19,20,4,20,22.4,11,2,19.9,16.3,0,0,0,0,12,91.4,99,16,142202
2019-09-25 17:00:00,Manhattan,8.16,12.07,19,20,4,20,17.6,11,1.6,20,14.8,0,0,0,0,10,91.4,99,16,142202
2019-09-25 18:00:00,Manhattan,9.58,11.87,19,20,4,20,12.8,10,1.5,19.6,14.2,0,0,0,0,10,91.4,99,16,142202
2019-09-25 19:00:00,Manhattan,10.43,11.85,19,20,4,20,12.7,8,2.1,19.4,16.4,0,0,0,0,12,91.4,99,16,142202
2019-09-25 20:00:00,Manhattan,10.53,11.82,19,20,4,20,13.4,6,2.5,19.5,17.8,0,0,0,0,13,91.4,99,16,142202
2019-09-25 21:00:00,Manhattan,11.06,11.86,18,20,4,20,10.7,6,2,19.4,16.2,0,0,0,0,12,91.4,99,16,142202
2019-09-25 22:00:00,Manhattan,11.98,12.06,18,20,4,20,8.1,5,1.8,19,15.2,0,0,0,0,11,91.4,99,16,142202
